launch_position,observation_id,phase,attempt_id,requested_output_tokens,api_max_output_tokens,custom_id,seed
997,prod-t00100-k0149,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
998,prod-t01000-k0368,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
999,prod-t00016-k0169,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1000,prod-t01000-k0230,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1001,prod-t10000-k0069,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1002,prod-t01000-k0302,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1003,prod-t01000-k0097,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1004,prod-t03000-k0164,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1005,prod-t10000-k0276,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1006,prod-t10000-k0398,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1007,prod-t00016-k0054,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1008,prod-t01000-k0326,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1009,prod-t03000-k0148,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1010,prod-t03000-k0238,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1011,prod-t03000-k0195,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1012,prod-t00016-k0055,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1013,prod-t10000-k0041,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1014,prod-t10000-k0299,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1015,prod-t01000-k0269,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1016,prod-t00100-k0342,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1017,prod-t10000-k0079,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1018,prod-t10000-k0245,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1019,prod-t10000-k0275,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1020,prod-t01000-k0212,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1021,prod-t00100-k0355,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1022,prod-t10000-k0338,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1023,prod-t10000-k0315,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1024,prod-t00016-k0318,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1025,prod-t00100-k0037,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1026,prod-t03000-k0244,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1027,prod-t01000-k0075,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1028,prod-t03000-k0287,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1029,prod-t00100-k0348,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1030,prod-t01000-k0091,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1031,prod-t00100-k0128,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1032,prod-t03000-k0167,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1033,prod-t01000-k0020,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1034,prod-t01000-k0396,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1035,prod-t03000-k0143,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1036,prod-t00016-k0108,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1037,prod-t10000-k0205,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1038,prod-t00100-k0001,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1039,prod-t00016-k0290,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1040,prod-t03000-k0253,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1041,prod-t03000-k0328,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1042,prod-t10000-k0123,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1043,prod-t03000-k0032,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1044,prod-t03000-k0136,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1045,prod-t03000-k0294,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1046,prod-t10000-k0023,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1047,prod-t03000-k0129,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1048,prod-t03000-k0082,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1049,prod-t01000-k0107,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1050,prod-t03000-k0212,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1051,prod-t00100-k0032,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1052,prod-t03000-k0388,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1053,prod-t00016-k0338,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1054,prod-t00016-k0168,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1055,prod-t03000-k0324,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1056,prod-t00016-k0238,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1057,prod-t00016-k0197,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1058,prod-t10000-k0220,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1059,prod-t01000-k0342,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1060,prod-t03000-k0050,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1061,prod-t10000-k0045,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1062,prod-t10000-k0204,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1063,prod-t03000-k0091,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1064,prod-t01000-k0216,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1065,prod-t00016-k0157,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1066,prod-t03000-k0349,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1067,prod-t01000-k0064,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1068,prod-t00016-k0088,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1069,prod-t00016-k0104,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1070,prod-t01000-k0391,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1071,prod-t10000-k0114,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1072,prod-t00016-k0074,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1073,prod-t10000-k0064,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1074,prod-t00016-k0341,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1075,prod-t01000-k0298,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1076,prod-t00100-k0350,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1077,prod-t03000-k0314,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1078,prod-t01000-k0299,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1079,prod-t03000-k0160,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1080,prod-t00016-k0223,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1081,prod-t01000-k0240,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1082,prod-t01000-k0017,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1083,prod-t01000-k0221,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1084,prod-t00016-k0112,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1085,prod-t10000-k0247,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1086,prod-t00100-k0121,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1087,prod-t01000-k0291,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1088,prod-t03000-k0323,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1089,prod-t00016-k0150,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1090,prod-t01000-k0070,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1091,prod-t00100-k0298,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1092,prod-t10000-k0021,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1093,prod-t00016-k0038,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1094,prod-t00016-k0063,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1095,prod-t10000-k0236,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1096,prod-t00100-k0150,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1097,prod-t01000-k0123,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1098,prod-t03000-k0120,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1099,prod-t00100-k0367,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1100,prod-t00016-k0191,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1101,prod-t03000-k0316,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1102,prod-t00100-k0050,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1103,prod-t00016-k0374,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1104,prod-t10000-k0280,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1105,prod-t00016-k0392,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1106,prod-t00016-k0345,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1107,prod-t03000-k0065,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1108,prod-t10000-k0212,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1109,prod-t10000-k0152,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1110,prod-t01000-k0341,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1111,prod-t00100-k0076,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1112,prod-t03000-k0347,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1113,prod-t00100-k0363,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1114,prod-t10000-k0216,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1115,prod-t00100-k0345,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1116,prod-t10000-k0046,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1117,prod-t03000-k0231,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1118,prod-t00016-k0314,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1119,prod-t10000-k0396,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1120,prod-t03000-k0009,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1121,prod-t01000-k0367,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1122,prod-t00016-k0029,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1123,prod-t01000-k0041,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1124,prod-t00100-k0022,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1125,prod-t00100-k0044,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1126,prod-t03000-k0289,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1127,prod-t00100-k0085,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1128,prod-t00016-k0300,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1129,prod-t10000-k0235,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1130,prod-t10000-k0134,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1131,prod-t01000-k0191,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1132,prod-t00100-k0207,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1133,prod-t01000-k0181,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1134,prod-t00016-k0073,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1135,prod-t00100-k0365,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1136,prod-t01000-k0176,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1137,prod-t00100-k0313,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1138,prod-t00100-k0399,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1139,prod-t10000-k0314,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1140,prod-t00016-k0277,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1141,prod-t01000-k0146,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1142,prod-t00016-k0099,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1143,prod-t10000-k0381,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1144,prod-t10000-k0330,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1145,prod-t03000-k0275,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1146,prod-t00100-k0264,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1147,prod-t00016-k0196,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1148,prod-t00016-k0044,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1149,prod-t10000-k0115,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1150,prod-t00100-k0153,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1151,prod-t00100-k0239,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1152,prod-t01000-k0168,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1153,prod-t00100-k0011,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1154,prod-t03000-k0041,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1155,prod-t01000-k0062,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1156,prod-t10000-k0140,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1157,prod-t00100-k0160,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1158,prod-t00100-k0308,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1159,prod-t03000-k0325,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1160,prod-t01000-k0112,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1161,prod-t00100-k0180,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1162,prod-t00016-k0149,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1163,prod-t01000-k0242,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1164,prod-t00100-k0138,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1165,prod-t01000-k0087,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1166,prod-t00016-k0130,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1167,prod-t00100-k0277,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1168,prod-t10000-k0017,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1169,prod-t00100-k0174,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1170,prod-t01000-k0084,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1171,prod-t00016-k0287,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1172,prod-t10000-k0320,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1173,prod-t10000-k0093,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1174,prod-t10000-k0263,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1175,prod-t01000-k0276,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1176,prod-t03000-k0371,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1177,prod-t03000-k0184,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1178,prod-t00100-k0067,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1179,prod-t03000-k0214,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1180,prod-t10000-k0176,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1181,prod-t01000-k0000,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1182,prod-t01000-k0305,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1183,prod-t01000-k0200,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1184,prod-t10000-k0327,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1185,prod-t00016-k0216,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1186,prod-t10000-k0067,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1187,prod-t03000-k0292,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1188,prod-t00100-k0036,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1189,prod-t03000-k0226,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1190,prod-t00100-k0378,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1191,prod-t00016-k0151,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1192,prod-t10000-k0158,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1193,prod-t03000-k0360,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1194,prod-t00100-k0211,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1195,prod-t03000-k0059,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1196,prod-t03000-k0095,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1197,prod-t00100-k0312,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1198,prod-t00100-k0338,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1199,prod-t01000-k0222,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1200,prod-t10000-k0055,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1201,prod-t00100-k0020,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1202,prod-t00100-k0040,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1203,prod-t10000-k0254,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1204,prod-t03000-k0393,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1205,prod-t03000-k0223,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1206,prod-t01000-k0233,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1207,prod-t01000-k0040,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1208,prod-t03000-k0117,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1209,prod-t01000-k0231,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1210,prod-t03000-k0205,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1211,prod-t01000-k0261,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1212,prod-t00100-k0025,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1213,prod-t03000-k0038,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1214,prod-t03000-k0209,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1215,prod-t00016-k0214,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1216,prod-t03000-k0103,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1217,prod-t01000-k0138,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1218,prod-t03000-k0203,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1219,prod-t03000-k0199,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1220,prod-t10000-k0047,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1221,prod-t01000-k0144,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1222,prod-t00016-k0310,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1223,prod-t00100-k0038,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1224,prod-t00100-k0288,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1225,prod-t01000-k0021,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1226,prod-t03000-k0115,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1227,prod-t00016-k0124,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
1228,prod-t01000-k0268,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1229,prod-t10000-k0156,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
1230,prod-t03000-k0256,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
1231,prod-t00100-k0326,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1232,prod-t01000-k0177,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1233,prod-t01000-k0008,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
1234,prod-t00100-k0145,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
1235,prod-t10000-k0360,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
